QUOTE;AUTHOR;GENRE
It seems as if an age of genius must be succeeded by an age of endeavour riot and extravagance by cleanliness and hard work.;Virginia Woolf;age
Old age is ready to undertake tasks that youth shirked because they would take too long.;W. Somerset Maugham;age
A woman tells her doctor, 'I've got a bad back.' The doctor says, 'It's old age.' The woman says, 'I want a second opinion.' The doctor says: 'Okay - you're ugly as well.';Tommy Cooper;age
I'm 36 and if I met a woman of my own age and married her, I'd also be marrying her former life, her past. It might be OK for some people - I don't want to judge it or anything - but it's not for me. It would destroy my creativity.;Henry Rollins;age
I believe we should encourage children to sing and play instruments from an early age.;Mick Jagger;age
You should not consider a man's age but his acts.;Sophocles;age
At my age flowers scare me.;George Burns;age
I would go out with women my age, but there are no women my age.;George Burns;age
It is not well to make great changes in old age.;Charles Spurgeon;age
Setting a good example for your children takes all the fun out of middle age.;William Feather;age
You are 27 or 28 right? It is very tough to live at that age. When nothing is sure. I have sympathy with you.;Haruki Murakami;age
The stars shall fade away, the sun himself Grow dim with age, and nature sink in years, But thou shalt flourish in immortal youth, Unhurt amidst the wars of elements, The wrecks of matter, and the crush of worlds.;Joseph Addison;age
Young men soon give, and soon forget, affronts old age is slow in both.;Joseph Addison;age
By all but the pathologically romantic, it is now recognized that this is not the age of the small man.;John Kenneth Galbraith;age
It is not the young people that degenerate they are not spoiled till those of mature age are already sunk into corruption.;Charles de Montesquieu;age
To be happy, we must be true to nature and carry our age along with us.;William Hazlitt;age
Youth cannot know how age thinks and feels. But old men are guilty if they forget what it was to be young.;J. K. Rowling;age
It is the malady of our age that the young are so busy teaching us that they have no time left to learn.;Eric Hoffer;age
I'm at peace with myself and where I am. In the past, I was always looking to see how everybody else was doing. I wasn't competitive, I was comparative. I just wanted to be where everybody else was. Now I've gotten to an age when I am not comparing anymore.;Courteney Cox;age
We of Africa protest that, in this day and age, we should continue to be treated as lesser human beings than other races.;Robert Mugabe;age
Marriage is not about age it's about finding the right person.;Sophia Bush;age
We have entered an age in which education is not just a luxury permitting some men an advantage over others. It has become a necessity without which a person is defenseless in this complex, industrialized society. We have truly entered the century of the educated man.;Lyndon B. Johnson;age
Old age is the verdict of life.;Amelia Barr;age
The passions grafted on wounded pride are the most inveterate they are green and vigorous in old age.;George Santayana;age
Every age can be enchanting, provided you live within it.;Brigitte Bardot;age
It is unthinkable for a Frenchman to arrive at middle age without having syphilis and the Cross of the Legion of Honor.;Andre Gide;age
It is folly for an eminent man to think of escaping censure, and a weakness to be affected with it. All the illustrious persons of antiquity, and indeed of every age in the world, have passed through this fiery persecution.;Joseph Addison;age
There must be a day or two in a man's life when he is the precise age for something important.;Franklin P. Adams;age
It is old age, rather than death, that is to be contrasted with life. Old age is life's parody, whereas death transforms life into a destiny: in a way it preserves it by giving it the absolute dimension. Death does away with time.;Simone de Beauvoir;age
I don't care about age very much.;Chinua Achebe;age
Old age and the passage of time teach all things.;Sophocles;age
I think age is a very high price to pay for maturity.;Tom Stoppard;age
I had used eclectic therapy and behavior therapy on myself at the age of 19 to get over my fear of public speaking and of approaching young women in public.;Albert Ellis;age
Children rarely want to know who their parents were before they were parents, and when age finally stirs their curiosity, there is no parent left to tell them.;Russell Baker;age
Middle age occurs when you are too young to take up golf and too old to rush up to the net.;Franklin P. Adams;age
Old age: I fall asleep during the funerals of my friends.;Mason Cooley;age
Staid middle age loves the hurricane passions of opera.;Mason Cooley;age
Middle age went by while I was mourning for my lost youth.;Mason Cooley;age
In passing, we should note this curious mark of our own age: the only absolute allowed is the absolute insistence that there is no absolute.;Francis Schaeffer;age
It's not catastrophes, murders, deaths, diseases, that age and kill us it's the way people look and laugh, and run up the steps of omnibuses.;Virginia Woolf;age
Not even old age knows how to love death.;Sophocles;age
It's really amazing that in the age of unbelief, as a smart man called it, there isn't even more fraud. After all, with no God, there's no one to ever call you to account, and no accounting at all if you can get away with it.;Ben Stein;age
I think that a man should not live beyond the age when he begins to deteriorate, when the flame that lighted the brightest moment of his life has weakened.;Fidel Castro;age
